date,discharge,month,year,average_percentage,percentile,percentile_range
2021-10-01,49.399,10,2021,-0.391,0.410,Normal range
2021-11-01,18.642,11,2021,-0.782,0.359,Normal range
2021-12-01,4.722,12,2021,-0.898,0.077,Low flow
2022-01-01,240.061,1,2022,7.123,0.976,High flow
2022-02-01,35.393,2,2022,-0.388,0.725,Above normal
2022-03-01,25.385,3,2022,-0.442,0.634,Normal range
2022-04-01,23.891,4,2022,-0.745,0.512,Normal range
2022-05-01,41.067,5,2022,-0.707,0.564,Normal range
2022-06-01,23.227,6,2022,-0.825,0.222,Below normal
2022-07-01,248.009,7,2022,0.935,0.861,Above normal
2022-08-01,,8,2022,,,
2022-09-01,,9,2022,,,
2022-10-01,,10,2022,,,
2022-11-01,,11,2022,,,
2022-12-01,,12,2022,,,
2023-01-01,,1,2023,,,
2023-02-01,,2,2023,,,
2023-03-01,,3,2023,,,
2023-04-01,,4,2023,,,
2023-05-01,,5,2023,,,
2023-06-01,4.420,6,2023,-0.967,0.083,Low flow
2023-07-01,101.317,7,2023,-0.209,0.417,Normal range
2023-08-01,69.312,8,2023,-0.426,0.368,Normal range
2023-09-01,321.285,9,2023,1.309,0.925,High flow
2023-10-01,19.742,10,2023,-0.757,0.128,Low flow
2023-11-01,126.970,11,2023,0.483,0.821,Above normal
2023-12-01,125.616,12,2023,1.702,0.821,Above normal
2024-01-01,8.099,1,2024,-0.726,0.463,Normal range
2024-02-01,2.717,2,2024,-0.953,0.100,Low flow
2024-03-01,144.583,3,2024,2.176,0.902,High flow
2024-04-01,96.551,4,2024,0.029,0.732,Above normal
