date,discharge,month,year,average_percentage,percentile,percentile_range
2009-01-01,0.703,1,2009,-0.947,0.061,Low flow
2009-02-01,2.223,2,2009,-0.940,0.270,Below normal
2009-03-01,40.571,3,2009,-0.031,0.816,Above normal
2009-04-01,7.473,4,2009,-0.832,0.378,Normal range
2009-05-01,4.644,5,2009,-0.917,0.216,Below normal
2009-06-01,14.768,6,2009,-0.819,0.263,Below normal
2009-07-01,99.888,7,2009,0.197,0.650,Normal range
2009-08-01,31.810,8,2009,-0.565,0.244,Below normal
2009-09-01,40.433,9,2009,-0.442,0.405,Normal range
2009-10-01,56.605,10,2009,0.079,0.725,Above normal
2009-11-01,132.276,11,2009,1.167,0.892,High flow
2009-12-01,23.416,12,2009,-0.014,0.722,Above normal
2010-01-01,17.270,1,2010,0.310,0.727,Above normal
2010-02-01,362.845,2,2010,8.752,0.973,High flow
2010-03-01,20.745,3,2010,-0.505,0.658,Normal range
2010-04-01,16.713,4,2010,-0.625,0.595,Normal range
2010-05-01,13.369,5,2010,-0.762,0.459,Normal range
2010-06-01,68.833,6,2010,-0.158,0.526,Normal range
2010-07-01,127.814,7,2010,0.532,0.775,Above normal
2010-08-01,63.571,8,2010,-0.131,0.537,Normal range
2010-09-01,136.675,9,2010,0.886,0.881,High flow
2010-10-01,13.764,10,2010,-0.738,0.200,Below normal
2010-11-01,7.067,11,2010,-0.884,0.135,Below normal
2010-12-01,2.683,12,2010,-0.887,0.194,Below normal
2011-01-01,1.425,1,2011,-0.892,0.121,Low flow
2011-02-01,1.578,2,2011,-0.958,0.189,Below normal
2011-03-01,1.763,3,2011,-0.958,0.158,Below normal
2011-04-01,5.236,4,2011,-0.883,0.297,Normal range
2011-05-01,14.011,5,2011,-0.751,0.514,Normal range
2011-06-01,90.196,6,2011,0.104,0.711,Normal range
2011-07-01,117.218,7,2011,0.405,0.725,Above normal
2011-08-01,89.116,8,2011,0.219,0.610,Normal range
2011-09-01,27.798,9,2011,-0.616,0.214,Below normal
2011-10-01,26.532,10,2011,-0.494,0.375,Normal range
2011-11-01,4.557,11,2011,-0.925,0.081,Low flow
2011-12-01,10.046,12,2011,-0.577,0.472,Normal range
2012-01-01,5.016,1,2012,-0.620,0.424,Normal range
2012-02-01,4.955,2,2012,-0.867,0.486,Normal range
2012-03-01,8.072,3,2012,-0.807,0.447,Normal range
2012-04-01,5.265,4,2012,-0.882,0.324,Normal range
2012-05-01,1.731,5,2012,-0.969,0.027,Low flow
2012-06-01,14.555,6,2012,-0.822,0.237,Below normal
2012-07-01,61.925,7,2012,-0.258,0.525,Normal range
2012-08-01,107.114,8,2012,0.465,0.732,Above normal
2012-09-01,26.784,9,2012,-0.630,0.167,Below normal
2012-10-01,120.988,10,2012,1.306,0.850,Above normal
2012-11-01,39.186,11,2012,-0.358,0.703,Normal range
2012-12-01,,12,2012,,,
2013-01-01,,1,2013,,,
2013-02-01,,2,2013,,,
2013-03-01,,3,2013,,,
2013-04-01,,4,2013,,,
2013-05-01,,5,2013,,,
2013-06-01,,6,2013,,,
2013-07-01,,7,2013,,,
2013-08-01,,8,2013,,,
2013-09-01,,9,2013,,,
2013-10-01,,10,2013,,,
2013-11-01,,11,2013,,,
2013-12-01,,12,2013,,,
2014-01-01,,1,2014,,,
2014-02-01,,2,2014,,,
2014-03-01,,3,2014,,,
2014-04-01,,4,2014,,,
2014-05-01,,5,2014,,,
2014-06-01,,6,2014,,,
2014-07-01,,7,2014,,,
2014-08-01,,8,2014,,,
2014-09-01,,9,2014,,,
2014-10-01,,10,2014,,,
2014-11-01,,11,2014,,,
2014-12-01,87.847,12,2014,2.699,0.944,High flow
2015-01-01,22.450,1,2015,0.702,0.848,Above normal
2015-02-01,6.763,2,2015,-0.818,0.541,Normal range
2015-03-01,3.845,3,2015,-0.908,0.289,Normal range
2015-04-01,1.460,4,2015,-0.967,0.108,Low flow
2015-05-01,1.806,5,2015,-0.968,0.054,Low flow
2015-06-01,1.762,6,2015,-0.978,0.026,Low flow
2015-07-01,1.463,7,2015,-0.982,0.025,Low flow
2015-08-01,229.855,8,2015,2.144,0.951,High flow
2015-09-01,37.321,9,2015,-0.485,0.357,Normal range
2015-10-01,46.951,10,2015,-0.105,0.625,Normal range
2015-11-01,10.308,11,2015,-0.831,0.243,Below normal
2015-12-01,15.046,12,2015,-0.366,0.556,Normal range
2016-01-01,10.798,1,2016,-0.181,0.636,Normal range
2016-02-01,1.826,2,2016,-0.951,0.243,Below normal
2016-03-01,2.916,3,2016,-0.930,0.237,Below normal
2016-04-01,382.829,4,2016,7.582,0.973,High flow
2016-05-01,32.879,5,2016,-0.415,0.676,Normal range
2016-06-01,35.023,6,2016,-0.571,0.342,Normal range
2016-07-01,126.015,7,2016,0.510,0.750,Above normal
2016-08-01,94.520,8,2016,0.293,0.659,Normal range
2016-09-01,90.558,9,2016,0.250,0.738,Above normal
2016-10-01,20.864,10,2016,-0.602,0.300,Normal range
2016-11-01,24.138,11,2016,-0.605,0.486,Normal range
2016-12-01,5.817,12,2016,-0.755,0.389,Normal range
2017-01-01,,1,2017,,,
2017-02-01,,2,2017,,,
2017-03-01,,3,2017,,,
2017-04-01,,4,2017,,,
2017-05-01,,5,2017,,,
2017-06-01,,6,2017,,,
2017-07-01,,7,2017,,,
2017-08-01,198.605,8,2017,1.716,0.902,High flow
2017-09-01,237.641,9,2017,2.279,0.976,High flow
2017-10-01,30.509,10,2017,-0.418,0.400,Normal range
2017-11-01,13.130,11,2017,-0.785,0.270,Below normal
2017-12-01,2.737,12,2017,-0.885,0.222,Below normal
2018-01-01,3.515,1,2018,-0.733,0.364,Normal range
2018-02-01,1.365,2,2018,-0.963,0.135,Below normal
2018-03-01,1.178,3,2018,-0.972,0.026,Low flow
2018-04-01,1.355,4,2018,-0.970,0.081,Low flow
2018-05-01,4.706,5,2018,-0.916,0.243,Below normal
2018-06-01,13.833,6,2018,-0.831,0.211,Below normal
2018-07-01,84.084,7,2018,0.008,0.625,Normal range
2018-08-01,49.736,8,2018,-0.320,0.415,Normal range
2018-09-01,39.262,9,2018,-0.458,0.381,Normal range
2018-10-01,69.502,10,2018,0.325,0.775,Above normal
2018-11-01,17.005,11,2018,-0.721,0.351,Normal range
2018-12-01,13.951,12,2018,-0.413,0.528,Normal range
2019-01-01,,1,2019,,,
2019-02-01,23.148,2,2019,-0.378,0.730,Above normal
2019-03-01,14.281,3,2019,-0.659,0.553,Normal range
2019-04-01,4.895,4,2019,-0.890,0.243,Below normal
2019-05-01,17.613,5,2019,-0.687,0.568,Normal range
2019-06-01,74.996,6,2019,-0.082,0.605,Normal range
2019-07-01,46.448,7,2019,-0.443,0.275,Below normal
2019-08-01,75.615,8,2019,0.034,0.561,Normal range
2019-09-01,47.260,9,2019,-0.348,0.476,Normal range
2019-10-01,137.971,10,2019,1.630,0.900,High flow
2019-11-01,33.196,11,2019,-0.456,0.595,Normal range
2019-12-01,5.559,12,2019,-0.766,0.361,Normal range
2020-01-01,3.039,1,2020,-0.770,0.273,Below normal
2020-02-01,1.821,2,2020,-0.951,0.216,Below normal
2020-03-01,1.237,3,2020,-0.970,0.053,Low flow
2020-04-01,1.251,4,2020,-0.972,0.027,Low flow
2020-05-01,2.737,5,2020,-0.951,0.162,Below normal
2020-06-01,83.583,6,2020,0.023,0.684,Normal range
2020-07-01,37.690,7,2020,-0.548,0.225,Below normal
2020-08-01,24.268,8,2020,-0.668,0.146,Below normal
2020-09-01,57.963,9,2020,-0.200,0.595,Normal range
2020-10-01,11.312,10,2020,-0.784,0.150,Below normal
2020-11-01,3.587,11,2020,-0.941,0.054,Low flow
2020-12-01,1.559,12,2020,-0.934,0.056,Low flow
2021-01-01,17.675,1,2021,0.340,0.758,Above normal
2021-02-01,48.266,2,2021,0.297,0.865,Above normal
2021-03-01,18.305,3,2021,-0.563,0.605,Normal range
2021-04-01,43.731,4,2021,-0.020,0.730,Above normal
2021-05-01,16.476,5,2021,-0.707,0.541,Normal range
2021-06-01,72.692,6,2021,-0.110,0.579,Normal range
2021-07-01,79.130,7,2021,-0.052,0.575,Normal range
2021-08-01,43.868,8,2021,-0.400,0.366,Normal range
2021-09-01,89.141,9,2021,0.230,0.714,Normal range
2021-10-01,18.653,10,2021,-0.644,0.275,Below normal
2021-11-01,7.133,11,2021,-0.883,0.162,Below normal
2021-12-01,2.657,12,2021,-0.888,0.167,Below normal
2022-01-01,73.137,1,2022,4.546,0.939,High flow
2022-02-01,18.508,2,2022,-0.503,0.676,Normal range
2022-03-01,10.141,3,2022,-0.758,0.500,Normal range
2022-04-01,4.267,4,2022,-0.904,0.216,Below normal
2022-05-01,10.136,5,2022,-0.820,0.378,Normal range
2022-06-01,8.158,6,2022,-0.900,0.184,Below normal
